,Category,Supplier,Region,Store_Size,Snapshot_Date,Season,Current_Stock,Daily_Sales,Reorder_Level,Lead_Time_Days,Unit_Price,Discount_Percent,Shelf_Capacity,Promotion,Holiday_Week,Days_Since_Last_Restock,Customer_Demand_Index,Weather_Impact,Is_Perishable,Stock_Coverage_Days,Price_per_Demand,Supplier_Lead_Reliability,Store_Age_Years,Last_Audit_Score,Competitor_Price_Index,Random_Noise_A,Out_of_Stock
136618,Produce,Supplier_D1,North,Medium,8/24/2025,Fall,45,4.96,8,1,1.33,0,73,No,No,1,61.3,High,1,8.89,0.244,1.015,23,90.9,1.5,52.36,0
136619,Canned Goods,Supplier_Q1,North,Small,8/22/2025,Summer,57,6.73,8,1,2.54,0,104.5,No,No,0,69.1,High,0,8.35,0.351,1.105,24,80.1,3.12,48.01,0
136620,Beverages,Supplier_W1,East,Small,8/8/2025,Summer,9,3.19,42,6,6.01,0,26,No,No,7,54.3,Low,0,2.74,1.629,1.245,11,63.9,7.08,38.69,1
136621,Snacks,Supplier_T1,East,Small,7/1/2025,Summer,16,3.71,17,2,2.64,0,21,No,No,1,75.2,Low,0,4.2,0.627,0.812,29,73.6,2.56,36.17,0
136622,Produce,Supplier_B1,West,Medium,6/21/2025,Fall,27,0.83,2,1,3.99,0,33,No,No,2,50.3,High,1,22.535,3,0.71,17,72.7,4.79,50.13,0
136623,Bakery,Supplier_D1,North,Medium,6/22/2025,Spring,6,1,13,4,1.37,0,23,No,No,8.5,58.8,High,1,5.45,0.913,1.015,29,91.7,1.7,61.89,1
136624,Produce,Supplier_B2,North,Large,6/6/2025,Summer,28,6.28,11,1,9.765,0,36,No,No,3,73.4,High,1,4.39,1.848,0.929,9,84.2,10.335,38.01,0
136625,Dairy,Supplier_A1,East,Medium,8/1/2025,Spring,32,0.83,4,1,2.53,0,32,No,Yes,1,68.3,High,1,22.535,1.902,0.722,6,96.7,2.48,36.25,0
136626,Bakery,Supplier_L1,North,Small,8/8/2025,Fall,14,1.05,2,1,1.91,0,18,Yes,No,5,65.7,High,1,12.17,1.232,1.173,13,93.3,2.22,47.28,0
136627,Household,Supplier_N1,East,Small,6/27/2025,Winter,13,1.47,16,5,4.39,0,35,No,No,7,51.1,Low,0,8.28,2.228,1.198,18,60.2,4.69,71.25,0
136628,Household,Supplier_G2,North,Medium,7/22/2025,Summer,21,3.98,10,2,2.55,0,43,No,No,2,51.5,Low,0,5.15,0.569,0.74,4,80.7,2.52,46.88,0
136629,Bakery,Supplier_D1,East,Medium,6/10/2025,Spring,33,10.72,19,1,5.22,0,82,Yes,No,1,100,Low,1,3.05,0.465,1.015,22,75.1,5.87,42.36,0
136630,Dairy,Supplier_V1,East,Small,7/9/2025,Spring,11,4.85,17,2,3.09,0,90,No,No,4,71.7,Low,1,2.22,0.578,1.08,24,71.7,3.19,65.27,1
136631,Household,Supplier_E1,East,Medium,8/18/2025,Summer,35,3.6,7,1,1.74,0,42,No,No,0,61.2,Low,0,9.46,0.424,1.003,22,90.8,1.94,52.89,0
136632,Frozen,Supplier_E1,East,Small,8/28/2025,Summer,25,6.68,17,1,1.8,0,44,No,No,1,89.3,Low,1,3.69,0.251,1.003,2,65.5,2.16,20,0
136633,Frozen,Supplier_M2,Central,Large,6/22/2025,Fall,21,4.26,14,2,1.99,0,33,No,No,3,60.3,High,1,4.82,0.418,0.816,25,60.1,1.74,61.81,1
136634,Personal Care,Supplier_Q1,Central,Medium,7/20/2025,Fall,62,11.125,31,1,2.51,0,104.5,No,No,1,100,Low,0,4.15,0.164,0.977,1,73.4,2.22,55.26,0
136635,Bakery,Supplier_D1,East,Small,8/20/2025,Spring,3,0.75,13,2,1.73,0,34,No,No,3,47.3,High,1,3.53,1.384,1.015,8,88.5,1.67,40.7,0
136636,Beverages,Supplier_O1,North,Medium,6/17/2025,Spring,5,2.11,9,1,0.91,0,22,No,Yes,8.5,59.3,Low,0,2.26,0.349,1.148,6,64.3,1.07,47.12,0
136637,Produce,Supplier_B1,Central,Medium,7/21/2025,Summer,25,2.96,5,1,1.29,0,26,No,No,2,67.6,Low,1,8.17,0.373,0.71,22,63.3,1.22,57.78,0
136638,Snacks,Supplier_N1,South,Small,8/11/2025,Spring,1,0.94,5,2,5.7,0,26,No,No,2,57.5,Medium,0,0.96,3.958,1.198,23,60.6,4.92,67.28,0
136639,Produce,Supplier_E1,North,Medium,7/30/2025,Summer,40,11.125,60,3,3.16,0,70,Yes,Yes,1,100,High,1,2.45,0.189,1.003,6,74.1,3.11,70.04,1
136640,Frozen,Supplier_M1,East,Small,7/9/2025,Summer,10,2.21,7,2,7.5,0,18,Yes,No,0,47.6,Medium,1,4.33,2.768,1.004,2,60.2,3.34,58.71,0
136641,Snacks,Supplier_Z1,North,Medium,8/17/2025,Fall,14,0.24,2,4,2.08,0,21,No,No,1,54.7,Medium,0,22.535,2.811,0.938,27,86.2,2.49,67.84,1
136642,Produce,Supplier_S2,North,Medium,8/24/2025,Spring,21,3.64,18,2,1.23,0,59,No,No,8.5,77.5,Medium,1,5.61,0.297,0.983,25,61.2,1.27,29.58,0
136643,Bakery,Supplier_P2,Central,Small,6/20/2025,Summer,7,3.97,27,3,4.02,0,36,No,No,7,68.4,Medium,1,1.72,0.899,0.94,3,92.8,4.86,46.24,1
136644,Dairy,Supplier_O2,East,Large,8/10/2025,Winter,7,2.22,7,2,2.61,0,14,Yes,No,2,75.8,Low,1,3.02,0.96,1.138,13,75.3,2.42,51.27,1
136645,Produce,Supplier_R2,North,Medium,7/9/2025,Spring,63,11.125,29,1,9.7,0,104.5,Yes,Yes,1,100,Medium,1,7.95,0.794,0.718,11,66.7,10.335,58.68,0
136646,Household,Supplier_I2,West,Medium,7/20/2025,Winter,5,3.64,23,4,2.84,0,20,No,Yes,3,72.7,High,0,1.34,0.686,1.1,5,83.2,3.46,57.73,1
136647,Snacks,Supplier_Z1,South,Small,7/1/2025,Summer,15,5.57,3,1,9.765,0,36,No,Yes,1,75.2,High,0,2.65,2.326,0.938,2,61.3,10.335,30.55,0
136648,Produce,Supplier_Q1,West,Small,8/23/2025,Fall,63,11.125,24,1,1.64,0,104.5,Yes,No,0,98.1,High,1,11,0.11,0.929,27,64.8,1.84,32.79,0
136649,Beverages,Supplier_S1,West,Large,7/25/2025,Fall,13,3.47,44,8.5,5.91,0,23,No,No,3,71.7,Low,0,3.64,1.489,0.748,13,87.5,5.76,52.95,1
136650,Canned Goods,Supplier_J2,South,Small,8/16/2025,Fall,31,8.08,60,4,9.765,0,97,No,Yes,4,92.5,Low,0,3.79,1.182,1.102,6,63.8,9.63,40.64,0
136651,Personal Care,Supplier_A1,West,Medium,6/5/2025,Spring,40,4.68,15,2,7.68,0,45,No,No,0,52.1,Low,0,8.37,1.483,0.722,8,91.5,6.63,58.97,0
136652,Produce,Supplier_I1,North,Small,7/20/2025,Summer,13,5.17,36,5,1.17,0,41,No,No,6,70.3,Low,1,2.47,0.206,1.058,2,63.5,1.39,46.3,1
136653,Household,Supplier_G2,East,Large,7/10/2025,Fall,38,10.91,22,1,5.33,0,82,Yes,No,3,89.5,High,0,3.45,0.467,0.74,29,82.5,6.15,48.98,0
136654,Dairy,Supplier_H1,Central,Medium,7/14/2025,Spring,24,6.8,8,1,1.55,0,54,No,No,3,84.2,Medium,1,3.48,0.212,0.97,23,93.4,1.82,64.23,0
136655,Bakery,Supplier_F2,South,Small,8/6/2025,Fall,27,0.68,3,1,2.56,0,30,Yes,No,4,74.1,Low,1,22.535,2.169,1.242,10,96.4,2.74,29.46,0
136656,Produce,Supplier_B2,West,Small,8/11/2025,Summer,1,4.55,8,1,2.28,0,63,No,No,2,69.7,High,1,0.22,0.451,0.929,14,73.5,2.62,39.15,1
136657,Beverages,Supplier_B2,Central,Medium,6/22/2025,Spring,8,0.4,9,5,5.94,0,13,Yes,No,1,60.9,Medium,0,16,4.277,0.929,14,78.8,5.17,21.44,0
136658,Snacks,Supplier_M1,South,Small,6/21/2025,Summer,0,0.47,2,1,2.94,0,25,No,No,8.5,44.8,Low,0,0,3.031,1.004,23,87,3.01,28.01,1
136659,Bakery,Supplier_D1,North,Medium,7/30/2025,Fall,7,0.41,3,3,9.765,0,16,No,No,1,45,High,1,13.73,4.277,1.015,16,87.9,9.06,41.32,0
136660,Dairy,Supplier_B1,South,Large,6/23/2025,Winter,0,0.97,5,1,4.64,0,30,Yes,No,8.5,41.9,Low,1,0,3.156,0.71,13,76.6,4.65,60.13,0
136661,Frozen,Supplier_P2,East,Medium,6/9/2025,Fall,29,5.66,10,1,4.35,0,87,No,No,0,65.4,Medium,1,5.03,0.706,0.94,15,82.9,4.68,48.88,0
136662,Dairy,Supplier_Z1,Central,Medium,6/23/2025,Winter,16,0.97,3,1,2.05,0,24,No,No,2,48,Medium,1,14.95,1.395,0.938,24,75.8,1.97,35.68,1
136663,Meat,Supplier_A1,East,Large,8/26/2025,Summer,1,1.71,2,1,7.61,0,23,No,No,2,54.7,Low,1,0.55,3.443,0.722,17,82.7,9.45,61.77,1
136664,Personal Care,Supplier_D1,South,Medium,7/4/2025,Winter,11,0.89,2,1,4.45,0,30,No,No,3,52,Low,0,11.11,3.201,1.015,7,77.3,5.25,49.18,0
136665,Beverages,Supplier_K1,Central,Medium,8/18/2025,Winter,11,0.29,2,2,9.765,0,28,No,No,4,44.8,Medium,0,22.535,4.277,0.827,31,89.1,10.335,42.36,0
136666,Snacks,Supplier_F1,West,Small,7/19/2025,Spring,36,1.31,14,8,4.66,0,42,Yes,No,1,72.9,High,0,22.535,2.575,0.847,24,95.2,4,34.06,0
136667,Canned Goods,Supplier_E2,Central,Medium,7/4/2025,Spring,32,3.23,60,8.5,1.51,0,54,No,No,8.5,60.7,Medium,0,9.61,0.405,0.724,4,95.9,1.82,24.97,1
136668,Personal Care,Supplier_O1,South,Small,6/5/2025,Spring,13,2.2,24,5,7.21,0,47,No,No,1,68.8,Low,0,5.65,2.67,1.148,34,76.5,7.98,47.58,0
136669,Bakery,Supplier_N2,West,Large,7/20/2025,Winter,29,7.86,60,3,4.92,0,51,No,No,4,84.4,Medium,1,3.64,0.589,0.872,30,77.5,4.22,53.44,0
136670,Dairy,Supplier_W1,Central,Medium,8/3/2025,Spring,12,0.38,2,3,2.64,0,14,No,No,1,55,High,1,22.535,3,1.245,34,65,3.27,55.99,0
136671,Personal Care,Supplier_C2,South,Medium,6/10/2025,Fall,2,1.92,19,5,1.36,0,40,No,No,2,63,Low,0,0.99,0.562,1.058,1,93.3,1.43,80.18,0
136672,Meat,Supplier_K1,Central,Small,6/21/2025,Summer,19,4.43,17,2,8.34,0,40,No,No,1,73.6,Medium,1,4.19,1.692,0.827,3,78.7,9.93,53.47,0
136673,Bakery,Supplier_M1,East,Small,6/22/2025,Winter,63,11.125,60,3,9.765,0,104.5,No,No,2,100,High,1,3.75,0.363,1.004,6,97.9,10.335,48.3,0
136674,Household,Supplier_P2,East,Small,7/26/2025,Fall,5,1.3,3,1,1.85,0,19,No,No,0,45.3,Medium,0,3.57,1.028,0.94,22,66.9,2.12,32.22,0
136675,Beverages,Supplier_G1,North,Small,8/24/2025,Spring,15,0.59,5,8,2.2,0,29,No,No,2,54.9,Low,0,21.74,2.018,1.105,25,64.8,2.5,31.82,0
136676,Dairy,Supplier_O1,South,Small,6/5/2025,Summer,14,0.81,5,4,3,0,30,Yes,No,0,58.2,High,1,15.38,2.29,1.148,11,79.8,2.59,48.52,0
136677,Bakery,Supplier_P2,South,Medium,7/7/2025,Winter,20,2.74,11,1,4.01,0,35,No,No,3,55.3,High,1,7.04,1.238,0.94,2,95.4,4.15,67.93,0
136678,Canned Goods,Supplier_D2,South,Medium,7/24/2025,Spring,50,4.77,60,6,8.64,0,59,No,Yes,2,82.5,Low,0,10.27,1.639,0.895,32,77.7,9.42,51.26,0
136679,Frozen,Supplier_J2,Central,Medium,7/10/2025,Summer,27,5.41,7,1,4.59,0,33,Yes,No,2,64.4,Low,1,4.9,0.777,1.102,11,70,4.67,47.34,0
136680,Beverages,Supplier_Q1,Central,Large,8/8/2025,Summer,11,0.78,2,2,3.36,0,32,No,No,0,46.5,High,0,12.5,2.625,0.71,2,63.6,3.2,39.66,0
136681,Snacks,Supplier_Y1,North,Medium,8/3/2025,Summer,26,2.52,16,3,4.88,0,38,No,No,1,59.1,Low,0,9.92,1.616,0.977,10,90.2,5.69,43.19,0
136682,Household,Supplier_B1,Central,Small,6/21/2025,Winter,0,3.17,26,4,3.69,0,27,No,No,8,51.9,High,0,0,1.005,0.71,22,75.8,4.37,46.23,1
136683,Frozen,Supplier_O1,South,Medium,7/23/2025,Spring,9,0.38,4,4,4.7,0,25,No,No,1,69,Low,1,18.75,4.277,1.148,31,74.9,5.86,30.08,0
136684,Beverages,Supplier_O2,Central,Small,6/28/2025,Spring,20,0.54,2,1,2.43,0,25,No,No,0,54.2,Medium,0,22.535,2.337,1.138,26,91.8,2.7,52.12,0
136685,Canned Goods,Supplier_K2,South,Medium,7/20/2025,Spring,12,1.64,13,4,5.63,0,25,No,No,7,66.7,Medium,0,6.9,2.631,1.167,2,79.7,5.86,44.33,0
136686,Snacks,Supplier_J1,North,Medium,8/10/2025,Spring,17,3.62,60,8,3.26,0,50,No,No,6,67.9,High,0,4.57,0.791,1.172,34,86.2,3.48,47.18,0
136687,Household,Supplier_K1,West,Large,7/8/2025,Summer,63,11.125,60,2,1.54,0,104.5,Yes,No,4,100,Low,0,2.26,0.047,0.827,10,89.8,1.54,51.76,0
136688,Personal Care,Supplier_U1,South,Small,6/22/2025,Summer,6,3.23,29,6,5.21,0,24,No,No,1,57.4,Low,0,1.8,1.397,1.262,28,65.3,5.01,62.04,0
136689,Produce,Supplier_Y1,East,Medium,8/20/2025,Fall,26,3.72,8,1,9.765,0,50,No,No,0,48,Low,1,6.81,3.287,0.977,20,93.9,10.335,62.36,0
136690,Canned Goods,Supplier_Q1,North,Medium,7/7/2025,Winter,26,4.34,10,1,1.45,0,36,No,No,3,66.1,Low,0,5.86,0.3,0.977,18,64.7,1.79,27.53,0
136691,Canned Goods,Supplier_G1,North,Large,6/17/2025,Winter,18,0.87,19,8,5.33,0,24,Yes,No,1,58.1,Low,0,18.56,3.891,1.105,29,89.9,6.55,51.6,0
136692,Beverages,Supplier_H2,East,Medium,7/26/2025,Spring,15,10.29,60,5,1.99,0,61,No,No,2,88.8,High,0,1.44,0.184,1.095,23,71,1.73,28.69,1
136693,Canned Goods,Supplier_G1,East,Small,8/27/2025,Winter,19,1.73,15,4,3.46,0,21,No,No,1,57.5,Low,0,10.38,1.552,1.105,26,78.3,4.1,58,0
136694,Bakery,Supplier_A2,East,Small,6/20/2025,Summer,3,3.82,8,2,5.52,0,41,No,No,7,50.9,High,1,0.77,1.278,0.948,20,79.4,4.71,41.01,1
136695,Personal Care,Supplier_Y1,Central,Medium,7/30/2025,Fall,12,0.51,2,2,3.85,0,21,No,No,0,61.8,Medium,0,19.67,3.812,0.977,13,70.2,4.39,49.32,0
136696,Produce,Supplier_B2,South,Medium,7/24/2025,Summer,9,8.76,32,3,5.25,0,43,No,No,1,84.2,Low,1,1.02,0.567,0.929,29,76.4,4.5,65.97,1
136697,Frozen,Supplier_D1,Central,Small,6/17/2025,Summer,21,2.05,4,2,2.64,0,39,No,No,2,68.7,Medium,1,9.77,1.035,1.015,29,97.8,2.68,58.18,0
136698,Meat,Supplier_D1,North,Small,6/9/2025,Winter,14,3.99,51,5,3.65,0,36,No,No,1,64.9,Medium,1,3.42,0.813,1.015,9,73.1,4.01,40.63,0
136699,Snacks,Supplier_Y1,North,Medium,8/21/2025,Spring,21,2.12,9,2,5.66,0,35,No,No,1,65.6,Medium,0,9.46,2.16,0.977,16,81.4,6.61,22.75,0
136700,Meat,Supplier_U1,Central,Small,6/14/2025,Spring,46,3.58,15,2,7.55,0,56,Yes,No,1,73.8,Low,1,12.5,1.85,1.262,17,69.6,7.75,46.63,0
136701,Frozen,Supplier_F1,North,Large,7/29/2025,Fall,12,4.69,25,2,2.62,0,59,No,No,8.5,62.9,Medium,1,2.51,0.505,0.847,19,82.5,2.74,53.52,0
136702,Dairy,Supplier_O2,West,Medium,6/19/2025,Summer,9,1.13,3,2,4.58,0,15,No,No,2,65.6,Low,1,7.32,2.81,1.138,2,86.4,4.29,45.49,0
136703,Produce,Supplier_L1,Central,Medium,6/15/2025,Winter,15,0.84,2,2,4.65,0,32,No,No,4,53.8,Low,1,15.96,3.47,1.173,13,96.6,5.5,49.28,0
136704,Frozen,Supplier_K1,South,Medium,7/14/2025,Fall,14,3.6,10,2,0.61,0,47,No,No,1,59.6,High,1,3.78,0.149,0.827,34,72.9,0.6,39.64,0
136705,Personal Care,Supplier_G1,North,Medium,6/6/2025,Spring,2,1.21,10,4,1.74,0,34,No,No,4,48.7,Low,0,1.53,1.018,1.105,1,88.5,1.77,47.58,1
136706,Frozen,Supplier_F1,East,Medium,7/5/2025,Fall,10,0.99,13,3,3.16,0,28,No,No,2,39.9,Medium,1,9.17,2.121,0.847,28,77.8,3.03,64.27,0
136707,Snacks,Supplier_N2,Central,Small,6/18/2025,Summer,21,2.2,7,2,6.81,0,32,No,No,1,64.3,Low,0,9.13,2.522,0.872,18,82.7,7.56,42.78,0
136708,Personal Care,Supplier_C1,Central,Small,8/14/2025,Summer,12,1.25,10,3,5.65,0,31,No,No,0,58.3,Low,0,8.89,3.229,0.988,27,83.3,4.9,31.7,0
136709,Canned Goods,Supplier_T1,South,Small,7/13/2025,Spring,5,1.07,2,2,2.42,0,36,Yes,No,3,53.7,Medium,0,4.27,1.541,0.812,21,75.6,2.35,53.12,0
136710,Snacks,Supplier_F1,East,Small,8/12/2025,Fall,28,1.8,5,3,4.63,0,38,Yes,No,0,63,Low,0,14.74,2.013,0.847,23,83.7,4.37,56.35,0
136711,Dairy,Supplier_O1,West,Small,8/2/2025,Summer,12,0.43,2,3,1.7,0,37,Yes,No,5,44.9,High,1,22.535,1.828,1.148,23,89.3,2.02,33.62,0
136712,Beverages,Supplier_T1,North,Large,8/2/2025,Winter,55,11.125,54,2,3.13,0,94,No,No,6,88,Low,0,4.11,0.227,0.812,17,92.4,3.37,37.93,0
136713,Personal Care,Supplier_S2,East,Medium,6/5/2025,Fall,30,2.03,16,3,3.96,0,45,No,No,3,45.8,Low,0,14.08,1.565,0.983,17,69.6,3.87,50.79,0
136714,Personal Care,Supplier_W1,Central,Medium,6/13/2025,Spring,20,0.88,9,4,2.02,0,40,No,No,1,63.4,Low,0,20.41,1.464,1.245,17,65.2,2.24,47.77,0
136715,Personal Care,Supplier_G2,Central,Large,8/12/2025,Summer,63,11.125,59,1,6.34,0,104.5,Yes,No,0,100,Low,0,2.86,0.205,0.74,33,68.9,7.2,43.92,0
136716,Snacks,Supplier_K1,Central,Small,8/1/2025,Winter,14,0.2,4,2,0.63,0,22,No,Yes,4,57.4,Low,0,22.535,0.9,0.827,3,90.8,0.65,56.47,0
136717,Beverages,Supplier_B1,North,Medium,7/19/2025,Spring,0,0.8,4,1,2.83,0,24,Yes,No,3,58.6,High,0,0,2.177,0.71,6,79.8,3.39,54.91,1
136718,Meat,Supplier_C1,Central,Medium,8/6/2025,Winter,2,1.8,6,3,0.67,0,41,Yes,Yes,1,59.2,Medium,1,1.05,0.291,0.988,31,72,0.83,55.7,1
136719,Dairy,Supplier_S2,North,Small,6/25/2025,Summer,1,0.21,2,3,5.21,0,32,No,No,3,54.2,Medium,1,3.23,4.277,0.983,4,76.2,4.74,28.12,0
136720,Snacks,Supplier_S2,Central,Medium,7/12/2025,Summer,13,1.97,11,5,9.765,0,18,Yes,No,3,59.1,Low,0,6.28,4.243,0.983,32,79.9,10.335,49.44,0
136721,Personal Care,Supplier_U1,South,Medium,7/15/2025,Winter,8,2.06,49,8.5,0.91,0,14,Yes,No,8.5,66.3,High,0,3.7,0.355,1.262,6,90.2,1.12,43.97,0
136722,Canned Goods,Supplier_W1,South,Small,7/15/2025,Spring,7,1.27,6,2,7.16,0,21,No,No,3,57.6,Medium,0,5.11,4.045,1.245,14,63,6.1,47.16,0
136723,Beverages,Supplier_J2,West,Medium,8/10/2025,Winter,17,5.11,60,8,5.88,0,58,No,No,3,61.4,Low,0,3.26,1.048,1.102,26,62,5.4,39.28,1
136724,Bakery,Supplier_A2,West,Medium,6/5/2025,Fall,49,4.22,8,2,5.9,0,72,No,No,3,85.6,Low,1,11.34,1.25,0.948,34,69.9,5.4,69.35,0
136725,Personal Care,Supplier_Q2,East,Small,8/4/2025,Fall,3,0.79,8,3,3.56,0,18,No,No,8.5,52.1,Low,0,3.37,2.76,1.123,16,74.8,3.38,68.03,1
136726,Beverages,Supplier_F2,North,Small,8/8/2025,Fall,5,1.2,2,1,7.9,0,37,No,No,1,45.9,Medium,0,3.85,4.277,1.242,26,61,7.92,44.47,0
136727,Dairy,Supplier_D2,North,Medium,6/2/2025,Fall,9,1.39,3,1,6.91,0,27,No,No,2,48.5,Low,1,6.04,3.656,0.895,32,86.6,6.66,60.13,0
136728,Snacks,Supplier_J1,South,Small,7/31/2025,Summer,6,0.35,7,8,5.16,0,10,No,Yes,8.5,52,High,0,13.33,4.277,1.172,28,68.2,5.41,28.63,0
136729,Beverages,Supplier_C2,North,Large,7/20/2025,Summer,7,7.64,25,2,1.94,0,70,No,No,2,61.5,Low,0,0.9,0.238,1.058,32,84.5,1.73,48,1
136730,Produce,Supplier_E2,North,Small,6/15/2025,Fall,6,0.88,11,5,2.39,0,22,No,No,5,59,Medium,1,6.12,1.732,0.724,3,96.1,2.37,57.39,0
136731,Produce,Supplier_D2,East,Medium,6/20/2025,Summer,26,5.02,20,2,4.4,0,39,No,No,1,59,High,1,5.08,0.797,0.895,33,60.7,4.1,50.96,0
136732,Snacks,Supplier_W1,West,Large,6/4/2025,Winter,55,11.125,60,4,1.64,0,84,No,No,1,100,Low,0,3.36,0.098,1.245,1,68.6,1.99,46.38,0
136733,Snacks,Supplier_Z1,North,Small,8/26/2025,Winter,3,0.2,3,5,2.08,0,18,Yes,No,6,56.8,Low,0,10,2.971,0.938,16,65.6,1.79,20.12,0
136734,Meat,Supplier_S1,North,Medium,6/14/2025,Winter,39,11.125,45,2,3.84,0,93,No,No,2,98.1,Low,1,3.15,0.3,0.748,25,69.5,4.77,68.24,0
136735,Meat,Supplier_J2,West,Small,7/5/2025,Winter,12,3.23,6,1,5.03,0,26,Yes,No,1,65.3,Low,1,3.6,1.349,1.102,7,60.8,5.43,49.92,0
136736,Frozen,Supplier_Q1,Central,Small,8/6/2025,Fall,0,6.41,7,1,3.89,0,71,No,No,3,69.5,Medium,1,0,0.563,0.977,34,79.2,3.33,63.13,1
136737,Canned Goods,Supplier_R1,East,Medium,8/28/2025,Fall,14,0.58,2,1,1.47,0,34,No,No,3,59.7,Medium,0,20.59,1.361,0.807,8,69.7,1.47,26.14,0
136738,Bakery,Supplier_F2,Central,Medium,6/5/2025,Fall,18,0.7,6,3,2.71,0,33,No,No,0,57.1,Medium,1,22.5,2.258,1.242,7,74.1,2.38,49.62,0
136739,Dairy,Supplier_P1,North,Medium,7/15/2025,Fall,3,1.95,9,2,2.16,0,36,Yes,No,1,58.7,Low,1,1.46,0.882,0.975,27,83.6,2.26,37.48,0
136740,Personal Care,Supplier_S1,Central,Large,7/18/2025,Summer,20,4.03,9,1,3.58,0,20,No,No,0,55.5,Low,0,4.84,0.79,0.748,15,89.4,4.01,54.51,0
136741,Snacks,Supplier_S2,East,Medium,8/11/2025,Winter,25,1.15,14,7,9.765,0,33,No,No,1,46.7,Medium,0,20,4.277,0.983,17,97.6,10.335,51,0
136742,Produce,Supplier_J1,South,Medium,6/16/2025,Spring,0,2.05,3,2,3.57,0,47,No,No,8.5,61.3,High,1,0,1.4,1.172,15,69.9,3.59,49.53,1
136743,Snacks,Supplier_B1,North,Medium,6/10/2025,Winter,1,3.31,13,2,5.62,0,37,No,No,2,57.4,Medium,0,0.29,1.475,0.71,34,60.4,6.76,75.3,1
136744,Personal Care,Supplier_G2,Central,Small,6/6/2025,Winter,63,11.125,48,2,6.73,0,104.5,No,No,1,81.1,Medium,0,5.74,0.558,0.74,6,62.7,7.85,54.83,0
136745,Dairy,Supplier_N2,Central,Small,8/21/2025,Summer,5,1.19,2,2,2.36,0,18,Yes,Yes,0,64.9,Medium,1,3.88,1.396,0.872,19,82.7,2.21,20.42,0
136746,Bakery,Supplier_G1,East,Medium,6/2/2025,Summer,20,3.55,17,2,2.36,0,42,No,No,1,49.6,Low,1,5.48,0.583,1.105,31,79.1,2.9,45.31,0
136747,Personal Care,Supplier_N2,East,Medium,6/24/2025,Winter,13,1.32,8,3,3.21,0,23,No,No,4,57.5,Low,0,9.15,1.764,0.872,6,84.5,3.92,47.81,0
136748,Personal Care,Supplier_O2,South,Small,7/13/2025,Fall,4,0.96,3,1,4.05,0,23,No,No,2,57.3,Medium,0,3.77,2.774,1.138,12,74.6,4.31,41.9,0
136749,Produce,Supplier_G2,Central,Medium,6/21/2025,Winter,2,1.58,6,1,0.71,0,25,No,No,0,55,High,1,1.19,0.341,0.74,4,72,0.66,89.26,0
136750,Beverages,Supplier_J2,Central,Small,8/26/2025,Winter,8,1.02,2,2,9.765,0,21,No,No,1,58.2,Medium,0,7.14,4.277,1.102,33,79.9,10.335,90.54,0
136751,Beverages,Supplier_X1,Central,Medium,8/23/2025,Spring,24,5.95,60,8,2.58,0,67,Yes,No,8.5,77.3,Low,0,3.97,0.4,0.766,27,83.8,2.89,50.06,1
136752,Snacks,Supplier_L2,South,Medium,8/20/2025,Summer,38,4.41,48,6,4.08,0,56,No,No,8.5,55.5,Medium,0,8.43,0.831,0.881,21,93.3,4.19,68.2,0
136753,Beverages,Supplier_E2,Central,Small,8/26/2025,Spring,12,1.43,2,2,3.07,0,24,No,Yes,4,46.7,Low,0,7.84,1.591,0.724,16,71.8,2.85,67.58,0
136754,Snacks,Supplier_K1,North,Small,6/5/2025,Spring,3,3.18,7,1,6.17,0,37,Yes,Yes,1,82,Medium,0,0.91,1.677,0.827,18,88.3,5.58,55.24,1
136755,Bakery,Supplier_A1,West,Small,6/24/2025,Fall,25,11.125,60,3,4.16,0,93,No,No,8.5,96.8,Medium,1,1.85,0.299,0.722,13,95.9,4.46,52.42,1
136756,Snacks,Supplier_F1,East,Large,8/1/2025,Summer,10,4.22,27,3,2.75,0,15,No,No,6,66.3,Low,0,2.31,0.583,0.847,31,95.1,3.35,47.22,0
136757,Dairy,Supplier_H2,North,Medium,6/21/2025,Summer,63,11.125,30,1,2.64,0,81,No,No,1,93.3,High,1,4.99,0.194,1.095,26,83.9,3.04,51.88,0
136758,Bakery,Supplier_Z1,Central,Small,6/26/2025,Summer,1,3.1,14,3,3.86,0,55,No,No,3,80.2,Medium,1,0.31,1.072,0.938,15,93.8,4.32,43.89,0
136759,Snacks,Supplier_I1,East,Medium,6/12/2025,Fall,6,3.24,12,2,1.85,0,39,No,No,1,60.6,Medium,0,1.8,0.495,1.058,25,77.8,2.2,49.32,0
136760,Canned Goods,Supplier_O1,South,Small,8/28/2025,Spring,52,11.125,60,5,1.49,0,104.5,No,No,7,93.1,Medium,0,3.76,0.105,1.148,30,70.7,1.39,43.48,0
136761,Dairy,Supplier_Q2,West,Large,7/6/2025,Summer,30,4.27,19,2,3.94,0,48,No,Yes,0,76,Medium,1,6.86,0.826,1.123,21,75,3.74,68.59,0
136762,Snacks,Supplier_Q1,North,Medium,6/21/2025,Summer,26,2.01,12,2,1.14,0,36,Yes,No,5,72.7,Medium,0,12.32,0.454,0.977,12,69.9,1.08,80.28,0
136763,Bakery,Supplier_V1,South,Large,7/16/2025,Summer,46,11.125,60,4,2.33,0,72,No,No,2,89.7,Low,1,3.06,0.151,1.08,8,98.6,2.39,55.24,0
