camera_id,age_days,daily_usage_hours,avg_temperature_c,avg_humidity_percent,vibration_level,signal_strength_dbm,avg_power_consumption_w,firmware_version,camera_type,location_type,manufacturer,weather_exposure,needs_maintenance
CAM_018677,1072,1030,25.3,49.9,0.76,-54.5,15.0,3,Dome,Indoor,Hikvision,Low,0
CAM_003535,50,1019,9.7,63.2,2.07,-51.9,13.8,7,PTZ,Warehouse,Bosch,Low,0
CAM_010033,823,1089,26.8,95.0,0.02,-57.2,18.9,3,PTZ,Warehouse,Hikvision,High,0
CAM_007273,8,1012,20.7,32.2,0.69,-55.2,21.4,1,Bullet,Indoor,Axis,Low,0
CAM_005651,410,1007,17.4,43.2,0.59,-57.9,15.4,9,Bullet,Outdoor_Residential,Hikvision,High,0
CAM_030472,142,1092,21.3,32.6,0.05,-46.6,19.9,2,Bullet,Indoor,Hikvision,High,0
CAM_014866,411,1027,31.3,54.1,0.09,-63.3,11.5,3,Bullet,Warehouse,Axis,Medium,0
CAM_033525,351,1021,14.7,68.5,1.21,-61.7,13.0,10,Dome,Outdoor_Residential,Axis,Low,0
CAM_039107,66,980,24.6,77.6,1.03,-61.1,16.0,4,Dome,Outdoor_Commercial,Axis,Low,0
CAM_020505,455,1037,32.8,55.3,0.52,-63.6,18.0,3,Bullet,Outdoor_Commercial,Dahua,High,0
CAM_000947,840,994,24.5,73.8,0.05,-58.4,13.9,5,PTZ,Outdoor_Commercial,Bosch,Low,0
CAM_015100,228,1083,34.5,73.1,0.32,-67.0,15.1,10,Bullet,Outdoor_Residential,Hikvision,High,0
CAM_008303,88,936,30.1,56.3,0.1,-70.8,23.6,10,Bullet,Indoor,Axis,Medium,0
CAM_001701,206,1021,14.8,75.2,0.43,-58.0,18.9,10,PTZ,Outdoor_Commercial,Axis,Low,0
CAM_048847,139,1026,22.3,83.7,0.14,-57.7,16.0,4,Bullet,Warehouse,Axis,High,0
CAM_031457,279,997,34.9,96.9,1.86,-59.2,9.7,8,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_000056,33,948,19.9,61.8,0.6,-50.3,9.1,8,PTZ,Outdoor_Residential,Axis,High,0
CAM_000730,65,1028,18.6,53.9,0.66,-59.8,10.5,4,Dome,Indoor,Dahua,Low,0
CAM_033746,483,1020,24.3,59.9,0.81,-47.7,14.0,10,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_016979,389,1032,22.9,52.3,0.15,-52.3,19.2,7,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_029782,48,1022,17.6,79.6,1.59,-61.1,12.2,10,Dome,Outdoor_Residential,Axis,Low,0
CAM_043970,104,923,21.1,53.7,0.03,-47.1,16.8,2,Bullet,Indoor,Axis,Low,0
CAM_022578,234,965,20.2,49.7,0.25,-60.9,10.0,5,Dome,Outdoor_Commercial,Bosch,Low,0
CAM_031126,424,1098,34.6,47.0,0.4,-64.2,16.9,2,Dome,Outdoor_Commercial,Dahua,Medium,0
CAM_018781,78,1081,23.8,41.6,0.39,-44.4,13.1,1,PTZ,Warehouse,Hikvision,Medium,0
CAM_004960,287,1050,30.8,43.2,0.13,-70.4,7.5,10,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_046359,998,1021,22.8,76.3,0.31,-65.1,12.1,4,Dome,Outdoor_Residential,Axis,Low,0
CAM_037132,364,1013,15.2,83.2,0.35,-64.5,15.7,10,Bullet,Indoor,Hikvision,High,0
CAM_028242,171,927,26.7,30.8,1.51,-53.6,14.2,8,PTZ,Outdoor_Commercial,Dahua,Medium,0
CAM_038397,866,971,25.5,76.7,0.45,-53.1,16.5,2,Dome,Indoor,Bosch,Low,0
CAM_039917,338,1026,1.0,74.8,0.58,-56.8,18.5,7,Bullet,Warehouse,Dahua,Low,0
CAM_032470,48,1063,14.5,72.6,0.23,-53.9,13.7,1,Dome,Indoor,Axis,Medium,0
CAM_029764,757,1022,23.8,62.2,0.81,-43.1,18.2,6,Dome,Indoor,Hikvision,High,0
CAM_046601,90,945,21.6,52.4,0.08,-34.8,9.5,9,Dome,Indoor,Hikvision,Medium,0
CAM_031688,78,1001,22.2,71.2,0.51,-47.1,12.2,8,Dome,Outdoor_Commercial,Dahua,Medium,0
CAM_023246,71,998,30.7,43.4,0.59,-45.4,14.5,2,Dome,Outdoor_Residential,Axis,High,0
CAM_046437,727,1050,26.2,70.1,0.47,-56.4,17.8,2,Dome,Indoor,Hikvision,Low,0
CAM_047952,957,971,11.4,80.1,0.4,-39.6,14.2,4,Dome,Outdoor_Commercial,Dahua,Medium,0
CAM_001614,147,998,20.5,54.8,0.03,-60.9,11.0,8,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_016292,612,1002,17.8,66.6,0.55,-53.8,13.2,4,Dome,Warehouse,Axis,Low,0
CAM_030175,148,1036,12.2,73.1,1.5,-56.5,18.4,3,Bullet,Outdoor_Residential,Dahua,Medium,0
CAM_041128,37,1013,27.9,64.1,0.04,-40.1,13.0,10,Dome,Warehouse,Axis,High,1
CAM_025360,229,977,16.5,70.3,0.2,-55.9,19.2,5,Dome,Outdoor_Residential,Bosch,High,0
CAM_006764,574,1111,19.9,58.1,0.2,-44.6,14.3,7,Bullet,Warehouse,Hikvision,Low,0
CAM_027467,394,955,19.3,79.6,0.07,-65.8,15.1,5,Dome,Outdoor_Residential,Dahua,Medium,0
CAM_002366,47,1024,16.2,65.5,0.21,-68.3,13.8,5,Bullet,Indoor,Hikvision,High,0
CAM_014235,1359,1053,20.9,60.2,0.02,-43.7,12.2,6,Dome,Outdoor_Commercial,Axis,Medium,0
CAM_044038,662,1043,31.5,59.5,0.73,-54.4,18.0,2,Bullet,Indoor,Axis,Low,0
CAM_030204,744,1060,26.7,79.1,0.02,-41.8,12.5,10,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_046598,312,1056,16.6,79.5,0.02,-57.4,11.4,4,PTZ,Indoor,Bosch,Low,0
CAM_003996,148,987,31.5,47.6,0.18,-48.0,13.4,2,PTZ,Indoor,Dahua,Low,0
CAM_009488,38,1035,31.7,62.6,0.57,-45.6,16.6,5,PTZ,Warehouse,Hikvision,Low,1
CAM_029489,204,1001,21.2,84.2,0.18,-53.2,7.3,2,Bullet,Outdoor_Residential,Axis,Low,0
CAM_003679,181,1055,13.8,74.2,0.91,-30.7,13.5,1,Bullet,Outdoor_Commercial,Dahua,High,0
CAM_017997,472,1048,28.2,66.0,0.94,-64.6,15.6,5,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_019323,9,915,30.2,72.1,0.01,-61.5,15.8,3,Bullet,Indoor,Hikvision,Low,0
CAM_028415,222,938,7.9,60.8,0.46,-49.3,9.6,8,Bullet,Indoor,Bosch,Low,0
CAM_028682,196,1002,21.2,66.7,0.26,-68.3,11.3,1,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_017993,287,970,30.0,59.8,0.02,-45.8,12.9,9,Bullet,Indoor,Axis,Medium,0
CAM_046438,679,889,27.8,64.3,3.32,-50.5,14.4,6,Dome,Outdoor_Commercial,Bosch,High,0
CAM_021354,107,968,15.4,76.9,0.07,-71.2,14.0,6,Dome,Warehouse,Hikvision,Medium,0
CAM_046755,485,1006,24.8,85.4,0.86,-59.9,14.9,4,Bullet,Indoor,Hikvision,Medium,0
CAM_009862,988,994,12.8,66.1,0.15,-47.4,9.8,9,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_022485,382,970,6.0,41.8,0.09,-50.4,18.6,1,PTZ,Outdoor_Residential,Axis,Low,0
CAM_005608,217,1051,12.5,40.6,0.06,-57.6,8.4,9,Dome,Indoor,Dahua,Low,0
CAM_011552,610,1088,21.2,66.0,0.06,-58.2,14.6,10,Dome,Outdoor_Residential,Dahua,Low,0
CAM_029203,158,988,13.3,68.4,0.37,-55.0,9.7,5,Dome,Indoor,Hikvision,High,1
CAM_036700,99,938,25.7,82.7,0.12,-67.0,15.6,10,Bullet,Indoor,Hikvision,Medium,0
CAM_046232,774,1048,20.8,45.7,1.33,-47.4,14.4,1,Dome,Warehouse,Axis,Low,0
CAM_036572,497,1014,14.9,67.9,0.05,-63.5,14.5,4,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_024496,91,952,1.1,68.4,0.09,-45.0,13.2,6,Bullet,Warehouse,Axis,Low,1
CAM_022870,208,978,20.1,35.4,2.17,-53.7,20.9,3,Dome,Outdoor_Residential,Dahua,High,1
CAM_044143,20,974,29.4,74.0,0.08,-60.3,15.6,10,Bullet,Outdoor_Commercial,Dahua,High,0
CAM_020133,135,949,21.8,88.7,0.16,-59.6,16.4,6,PTZ,Outdoor_Commercial,Axis,Low,0
CAM_002160,384,1032,21.3,74.9,1.57,-68.5,13.1,8,PTZ,Outdoor_Commercial,Dahua,Low,0
CAM_015768,292,999,18.7,37.6,0.02,-56.4,10.4,4,Thermal,Warehouse,Dahua,High,1
CAM_032692,2075,1050,17.4,80.6,0.15,-46.5,14.3,9,Dome,Indoor,Axis,Low,0
CAM_010489,141,1098,12.9,87.9,0.48,-45.4,13.1,3,Dome,Indoor,Axis,Medium,0
CAM_048610,294,1006,19.5,88.6,0.2,-70.1,18.6,7,Bullet,Indoor,Bosch,High,0
CAM_048901,511,949,23.5,43.5,0.06,-52.2,13.6,6,Dome,Outdoor_Residential,Hikvision,Medium,0
CAM_004830,581,1082,22.5,78.2,0.32,-51.2,7.7,6,Dome,Indoor,Hikvision,Low,0
CAM_007694,1003,972,21.6,83.8,0.02,-63.1,16.9,6,PTZ,Outdoor_Commercial,Hikvision,Low,0
CAM_048661,257,1009,25.5,56.0,0.31,-39.0,12.3,5,Bullet,Outdoor_Commercial,Axis,Low,0
CAM_007145,464,995,11.6,86.6,2.15,-52.8,7.6,10,Bullet,Outdoor_Commercial,Axis,Low,0
CAM_015025,777,917,16.3,69.4,0.43,-53.9,15.2,10,Dome,Outdoor_Commercial,Hikvision,High,0
CAM_029119,438,984,38.7,40.4,0.39,-66.4,16.4,7,Thermal,Indoor,Dahua,Low,0
CAM_040820,0,992,24.8,80.0,0.34,-56.5,9.8,1,Thermal,Outdoor_Commercial,Axis,Low,0
CAM_027873,1684,1022,7.9,80.0,0.03,-47.6,15.4,9,Thermal,Outdoor_Residential,Dahua,Medium,0
CAM_026179,495,967,28.2,63.0,0.64,-46.2,12.3,8,Dome,Indoor,Axis,High,0
CAM_002340,507,904,26.1,88.8,0.13,-51.1,16.8,5,Thermal,Outdoor_Residential,Hikvision,High,0
CAM_025765,151,1002,15.3,51.5,0.96,-60.3,9.2,5,PTZ,Indoor,Axis,High,0
CAM_002913,1243,1047,6.1,49.2,0.69,-49.0,19.7,9,Dome,Outdoor_Residential,Hikvision,High,0
CAM_027453,384,954,13.1,40.0,0.01,-55.2,13.0,10,Dome,Warehouse,Axis,Low,0
CAM_042150,282,939,32.2,56.8,0.02,-54.5,16.0,6,Dome,Warehouse,Hikvision,Low,0
CAM_041001,572,966,22.7,78.7,0.18,-32.7,16.1,7,PTZ,Warehouse,Axis,Medium,0
CAM_032283,419,947,24.2,77.3,0.41,-69.1,10.8,1,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_046080,709,1025,28.6,25.4,1.21,-40.0,17.7,4,Dome,Indoor,Dahua,High,0
CAM_026974,387,995,23.7,56.3,0.07,-78.5,12.9,10,Dome,Indoor,Dahua,Medium,0
CAM_009394,173,1000,19.2,42.9,0.49,-50.3,14.1,8,Dome,Warehouse,Hikvision,High,1
CAM_007207,190,1037,35.3,56.9,0.65,-57.2,15.5,10,Dome,Indoor,Axis,Low,0
CAM_038697,389,994,25.2,83.3,0.22,-58.8,15.8,3,Bullet,Warehouse,Hikvision,Low,0
CAM_049897,298,1007,29.8,53.0,0.2,-67.9,18.4,2,PTZ,Indoor,Dahua,Low,0
CAM_035245,172,1022,9.1,52.4,0.12,-69.1,11.7,9,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_025058,262,1014,24.2,83.6,0.38,-62.3,20.0,1,Thermal,Indoor,Axis,High,1
CAM_041733,136,964,21.9,55.2,0.52,-58.9,14.4,8,PTZ,Warehouse,Dahua,Low,0
CAM_020942,619,981,30.5,47.9,0.68,-49.5,10.7,6,Thermal,Warehouse,Axis,Low,0
CAM_035051,872,1044,15.2,56.6,0.28,-53.9,12.9,7,PTZ,Outdoor_Residential,Hikvision,Low,0
CAM_007904,16,960,21.4,49.8,0.46,-51.3,20.3,5,Dome,Indoor,Bosch,Medium,0
CAM_045908,532,1027,7.5,79.1,0.53,-59.7,19.3,8,Thermal,Warehouse,Axis,Low,0
CAM_036903,639,1041,27.0,37.1,0.37,-34.6,14.1,9,Bullet,Indoor,Dahua,High,0
CAM_006021,700,914,4.2,45.0,0.06,-65.7,18.0,1,Dome,Indoor,Hikvision,High,0
CAM_033894,400,1020,18.3,76.2,0.81,-43.7,15.6,7,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_044224,130,996,30.0,42.4,0.1,-56.7,9.3,4,Dome,Warehouse,Dahua,Low,0
CAM_020246,272,812,18.1,41.6,0.03,-58.7,16.0,7,Dome,Warehouse,Hikvision,Low,0
CAM_001669,620,1057,15.4,51.4,0.78,-52.4,15.2,8,PTZ,Warehouse,Dahua,Low,0
CAM_048955,191,958,22.0,80.5,0.74,-66.8,16.6,8,Dome,Indoor,Dahua,Medium,0
CAM_038136,218,978,45.0,77.2,0.81,-47.4,16.0,1,Bullet,Indoor,Hikvision,Low,0
CAM_008176,98,995,23.3,85.2,0.19,-47.1,13.0,2,PTZ,Outdoor_Residential,Hikvision,Medium,1
CAM_033706,63,1092,31.6,57.7,0.44,-66.6,16.1,5,Dome,Indoor,Axis,High,0
CAM_005624,18,1012,18.1,62.5,0.79,-51.6,15.1,7,Dome,Warehouse,Axis,High,0
CAM_041405,2221,982,11.2,80.8,0.27,-58.5,18.4,3,PTZ,Indoor,Dahua,Medium,0
CAM_020282,372,949,20.4,55.5,0.2,-54.1,8.1,10,PTZ,Indoor,Dahua,High,0
CAM_007919,193,1002,24.9,38.8,0.17,-54.1,14.7,5,Dome,Indoor,Hikvision,Low,0
CAM_045800,368,1009,21.7,47.5,0.09,-45.6,12.7,2,PTZ,Outdoor_Commercial,Dahua,Low,0
CAM_031499,106,991,17.3,61.8,0.28,-62.3,8.5,2,PTZ,Indoor,Hikvision,Low,0
CAM_016863,206,957,11.1,24.8,0.11,-63.8,7.2,5,Dome,Outdoor_Residential,Dahua,Low,0
CAM_034364,600,997,21.6,41.8,0.08,-62.8,14.7,7,Dome,Outdoor_Commercial,Axis,Medium,0
CAM_004861,602,961,32.8,53.4,1.16,-59.8,14.5,2,Bullet,Warehouse,Dahua,Medium,0
CAM_045061,196,1061,31.7,88.8,1.54,-55.6,17.9,9,Bullet,Warehouse,Bosch,Low,0
CAM_038824,329,960,22.2,84.5,2.52,-42.1,17.1,2,Dome,Warehouse,Axis,High,1
CAM_010985,87,1024,26.0,45.3,0.09,-59.3,11.3,10,Bullet,Indoor,Hikvision,Medium,0
CAM_029829,193,945,27.4,77.6,0.06,-62.5,12.3,4,Bullet,Warehouse,Hikvision,Low,0
CAM_010679,122,1040,33.7,79.1,1.74,-46.7,15.6,4,Dome,Outdoor_Residential,Dahua,Low,0
CAM_025857,183,981,24.6,54.0,0.87,-60.8,14.5,10,PTZ,Indoor,Hikvision,Medium,0
CAM_039906,402,1028,14.2,50.1,0.01,-52.9,15.5,7,Dome,Outdoor_Residential,Axis,High,0
CAM_038637,14,992,17.1,47.9,0.3,-43.4,18.5,1,PTZ,Outdoor_Commercial,Bosch,Low,0
CAM_011805,44,989,23.6,21.5,0.36,-45.9,15.2,8,Dome,Outdoor_Commercial,Hikvision,Medium,0
CAM_048594,105,965,16.2,83.6,0.69,-58.8,15.8,7,Dome,Outdoor_Commercial,Hikvision,Medium,0
CAM_009649,81,922,22.5,77.8,0.07,-56.1,16.9,10,Dome,Warehouse,Hikvision,Medium,1
CAM_022099,137,940,28.4,70.9,0.73,-48.8,15.2,4,Bullet,Warehouse,Dahua,Low,0
CAM_016259,463,1062,12.6,69.2,0.07,-65.6,15.2,4,Dome,Outdoor_Residential,Dahua,Low,0
CAM_018170,431,1002,6.8,25.4,1.27,-36.6,16.2,10,PTZ,Indoor,Dahua,Low,0
CAM_007820,159,1003,31.9,87.5,0.16,-57.4,14.2,10,Dome,Indoor,Axis,Medium,0
CAM_049738,534,962,20.1,61.7,1.29,-64.0,20.3,9,Bullet,Indoor,Hikvision,Low,0
CAM_045363,221,1023,32.0,58.0,0.31,-63.5,14.6,4,PTZ,Warehouse,Bosch,High,1
CAM_022102,50,979,40.7,82.3,0.24,-64.1,14.8,6,Bullet,Outdoor_Commercial,Dahua,High,0
CAM_015008,255,1047,16.2,82.4,0.86,-64.2,14.7,1,Dome,Outdoor_Commercial,Hikvision,High,1
CAM_039644,223,990,18.7,62.3,0.32,-56.4,10.5,10,PTZ,Outdoor_Commercial,Dahua,Low,0
CAM_009415,26,978,28.4,75.7,0.26,-52.0,21.0,3,Dome,Indoor,Hikvision,Low,0
CAM_040808,777,944,29.4,47.7,0.24,-54.6,13.1,7,Thermal,Indoor,Axis,Medium,0
CAM_033651,60,914,29.9,38.9,1.46,-69.6,16.0,6,Bullet,Indoor,Bosch,Medium,0
CAM_032747,1048,1043,31.0,50.6,0.38,-48.5,17.4,4,PTZ,Outdoor_Residential,Axis,High,0
CAM_025143,717,943,24.2,67.7,0.14,-60.3,21.3,3,PTZ,Outdoor_Residential,Axis,High,0
CAM_008798,49,946,31.9,61.5,0.16,-56.5,17.8,8,Dome,Outdoor_Commercial,Axis,High,0
CAM_011741,210,946,28.2,41.3,0.41,-56.3,12.7,10,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_046874,522,974,18.1,78.2,0.44,-62.1,11.6,2,Dome,Indoor,Dahua,Medium,0
CAM_046306,44,984,26.2,80.9,0.7,-36.7,12.5,3,PTZ,Indoor,Hikvision,High,1
CAM_037687,319,1041,20.4,91.2,0.9,-56.0,14.3,1,Dome,Warehouse,Hikvision,Low,0
CAM_015619,208,1028,26.2,80.8,1.03,-52.0,10.8,8,PTZ,Outdoor_Commercial,Hikvision,Low,0
CAM_025816,451,1035,20.4,42.2,0.2,-56.5,16.7,3,Dome,Outdoor_Commercial,Hikvision,High,0
CAM_008933,402,996,12.9,87.4,0.1,-57.3,21.5,7,Dome,Warehouse,Axis,Low,0
CAM_018361,363,962,16.0,74.8,0.37,-63.0,24.5,1,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_041953,257,1052,12.7,78.2,1.45,-60.6,11.0,2,Dome,Indoor,Hikvision,Low,0
CAM_016206,1005,984,12.7,62.4,0.03,-53.9,16.1,4,PTZ,Outdoor_Commercial,Dahua,High,0
CAM_010336,105,994,9.3,64.1,0.01,-56.8,21.1,8,Dome,Outdoor_Residential,Hikvision,Medium,0
CAM_030552,283,982,30.6,58.3,0.54,-59.3,17.5,9,PTZ,Indoor,Dahua,High,0
CAM_034928,363,956,27.1,84.3,0.22,-61.0,17.1,1,Bullet,Indoor,Hikvision,Medium,0
CAM_024204,233,943,8.7,58.7,0.71,-53.7,14.9,1,PTZ,Outdoor_Residential,Axis,Low,0
CAM_033758,166,1032,24.0,62.8,1.74,-40.3,13.3,5,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_002654,532,957,12.1,72.5,0.25,-42.5,17.8,10,PTZ,Warehouse,Hikvision,High,0
CAM_021818,2412,958,29.6,94.7,0.4,-47.6,19.4,4,Bullet,Indoor,Dahua,Medium,0
CAM_047747,211,982,13.3,49.9,0.44,-52.1,18.7,6,Dome,Outdoor_Commercial,Axis,Low,0
CAM_046977,377,992,23.9,76.0,0.85,-46.1,11.7,8,PTZ,Indoor,Dahua,Low,0
CAM_027897,129,1125,28.4,71.7,0.84,-49.6,17.2,2,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_001137,249,994,13.7,54.1,2.47,-68.0,18.7,7,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_012974,1471,1035,37.6,33.4,0.23,-61.9,19.9,7,Dome,Outdoor_Residential,Axis,Medium,0
CAM_011596,264,1070,26.1,70.5,0.03,-53.1,14.0,3,Bullet,Outdoor_Residential,Axis,High,0
CAM_000510,346,991,8.2,79.3,0.46,-49.1,11.8,9,Dome,Indoor,Hikvision,Low,0
CAM_010129,417,987,18.2,59.3,0.6,-51.1,15.6,5,Dome,Indoor,Axis,Low,1
CAM_049178,647,944,15.2,46.1,0.29,-51.8,19.9,1,Bullet,Warehouse,Hikvision,High,0
CAM_049175,1082,995,20.3,44.2,0.65,-62.9,16.0,9,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_009243,444,1007,36.2,60.4,0.54,-44.4,13.7,6,Dome,Indoor,Dahua,Low,0
CAM_048353,152,1001,14.3,46.7,0.2,-59.5,14.5,4,Bullet,Indoor,Axis,Medium,0
CAM_033607,694,960,20.1,79.8,1.23,-61.1,15.8,6,Bullet,Outdoor_Commercial,Bosch,Low,0
CAM_037389,89,1023,7.3,53.5,1.45,-59.4,15.4,6,Dome,Warehouse,Dahua,Medium,0
CAM_030666,54,998,16.1,42.6,0.01,-62.7,12.1,3,Bullet,Indoor,Hikvision,High,0
CAM_046365,108,1037,23.5,62.8,0.84,-68.0,12.5,4,Bullet,Indoor,Bosch,Medium,0
CAM_030203,354,955,35.7,71.6,0.27,-52.0,18.3,10,Dome,Indoor,Hikvision,Low,0
CAM_036725,28,1019,17.1,58.0,0.11,-62.2,13.0,1,PTZ,Outdoor_Commercial,Axis,Low,0
CAM_004839,116,941,21.0,39.9,0.03,-55.7,14.1,1,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_037657,576,1033,18.5,32.2,0.34,-52.7,14.3,2,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_021446,857,937,17.3,51.3,1.13,-52.2,11.9,7,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_018013,499,1033,29.8,31.3,0.04,-67.8,14.9,8,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_021224,105,1032,23.1,49.5,0.18,-59.1,10.3,2,Bullet,Indoor,Hikvision,High,1
CAM_038151,3,981,25.9,54.4,0.73,-49.1,10.5,6,PTZ,Outdoor_Residential,Bosch,Low,0
CAM_030226,692,1008,34.2,86.0,0.1,-54.7,16.6,2,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_033910,1070,982,17.3,69.5,0.65,-55.3,17.1,10,Thermal,Warehouse,Hikvision,Medium,0
CAM_028039,1054,1034,19.5,43.0,0.0,-58.4,13.9,9,Bullet,Indoor,Axis,High,0
CAM_006189,57,1042,21.4,66.9,0.06,-48.4,13.9,1,PTZ,Outdoor_Residential,Dahua,Low,0
CAM_007432,78,927,33.8,67.0,0.28,-41.1,11.5,1,Thermal,Outdoor_Commercial,Axis,Medium,1
CAM_011920,632,931,11.7,47.0,0.54,-46.1,19.5,3,Bullet,Indoor,Dahua,Low,0
CAM_040213,99,929,24.9,64.3,0.31,-63.2,17.1,2,Bullet,Indoor,Hikvision,Medium,0
CAM_009228,176,1056,27.7,82.5,2.01,-61.9,11.4,5,Dome,Indoor,Bosch,Medium,0
CAM_021845,703,987,29.8,66.4,0.5,-61.4,24.0,8,Dome,Outdoor_Commercial,Bosch,High,0
CAM_024240,221,999,23.2,70.3,1.65,-54.8,16.2,6,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_037924,1002,1037,24.2,79.7,0.36,-55.4,14.7,9,Dome,Warehouse,Dahua,Medium,0
CAM_018185,43,1054,16.0,79.0,0.35,-66.7,17.3,4,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_021140,558,1001,24.7,55.7,0.53,-47.2,13.9,5,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_014456,79,954,27.9,82.4,0.04,-69.2,14.1,6,PTZ,Indoor,Hikvision,Low,0
CAM_037117,45,977,28.9,49.9,0.52,-55.6,20.9,10,Dome,Outdoor_Residential,Axis,High,0
CAM_006929,371,936,5.8,80.4,1.68,-60.6,15.8,2,Bullet,Outdoor_Residential,Axis,Low,0
CAM_033298,1856,924,41.0,79.8,0.03,-34.8,17.0,1,Dome,Indoor,Hikvision,High,0
CAM_009732,231,1028,23.5,82.8,0.62,-58.4,14.5,10,PTZ,Outdoor_Commercial,Axis,Low,0
CAM_039289,577,1063,34.3,66.7,0.09,-50.8,10.2,10,Bullet,Outdoor_Residential,Dahua,Medium,0
CAM_001919,194,980,11.7,56.7,0.1,-48.9,14.2,1,Bullet,Indoor,Axis,Low,0
CAM_044335,22,975,13.9,44.2,0.12,-56.2,18.1,2,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_040210,606,1037,20.4,78.4,0.71,-53.1,16.7,8,Bullet,Indoor,Axis,Medium,0
CAM_031912,188,912,19.6,55.4,0.83,-61.8,15.0,1,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_001949,207,992,22.2,60.2,0.52,-58.2,15.4,4,PTZ,Outdoor_Commercial,Dahua,Low,0
CAM_030540,978,1056,31.2,51.1,1.71,-52.8,14.7,8,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_040849,386,965,13.3,52.0,0.5,-63.2,15.4,4,Dome,Indoor,Axis,Medium,0
CAM_046972,26,1067,32.5,47.1,0.13,-44.2,15.2,6,Bullet,Indoor,Dahua,Medium,0
CAM_032126,89,998,27.4,67.4,0.57,-63.6,12.7,10,Dome,Outdoor_Commercial,Axis,High,0
CAM_032017,220,953,11.6,65.1,0.2,-62.9,15.6,6,PTZ,Indoor,Axis,Medium,0
CAM_002365,16,959,28.3,61.1,0.53,-38.0,10.4,10,Dome,Indoor,Axis,Medium,1
CAM_012314,420,1026,29.4,69.4,0.06,-37.9,17.8,4,Dome,Indoor,Hikvision,Medium,0
CAM_021175,471,956,13.6,89.1,0.69,-47.2,15.7,3,Dome,Outdoor_Commercial,Dahua,Low,0
CAM_011698,845,1029,21.3,48.2,0.2,-53.8,16.2,6,PTZ,Outdoor_Residential,Axis,Low,0
CAM_048770,69,988,34.7,76.2,0.61,-48.3,19.4,9,Dome,Indoor,Dahua,Low,0
CAM_022725,639,1012,18.8,62.8,0.68,-46.5,12.4,5,Bullet,Outdoor_Commercial,Axis,Low,0
CAM_027452,638,1059,16.4,51.9,0.22,-71.8,9.6,8,PTZ,Indoor,Axis,Low,0
CAM_033615,235,956,40.5,80.0,1.44,-65.7,22.4,9,PTZ,Outdoor_Residential,Axis,Low,0
CAM_002377,567,949,17.1,93.3,1.14,-58.3,21.6,9,Bullet,Indoor,Hikvision,Low,0
CAM_015141,1458,983,22.4,18.0,0.14,-46.1,16.9,1,Bullet,Outdoor_Commercial,Bosch,Medium,0
CAM_025653,781,1004,21.5,71.2,0.18,-57.5,17.2,9,Dome,Outdoor_Commercial,Bosch,High,0
CAM_024278,105,994,24.3,37.0,0.52,-54.8,14.9,3,Dome,Outdoor_Commercial,Axis,Medium,1
CAM_049610,73,1037,13.2,45.1,0.36,-59.9,14.5,10,Bullet,Warehouse,Dahua,Low,0
CAM_014551,49,955,33.0,36.9,0.88,-61.2,16.2,10,PTZ,Warehouse,Bosch,Low,0
CAM_001903,13,996,7.7,81.4,1.11,-45.7,12.4,5,Dome,Indoor,Dahua,Medium,0
CAM_022597,622,978,21.9,72.5,0.98,-76.4,13.6,6,Bullet,Indoor,Axis,High,0
CAM_039962,56,1054,15.9,72.6,0.92,-56.9,13.2,10,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_044206,80,944,15.7,65.2,0.94,-66.8,24.3,9,PTZ,Indoor,Dahua,Low,0
CAM_012294,108,980,29.4,44.6,0.0,-60.1,15.0,5,PTZ,Outdoor_Residential,Hikvision,Medium,0
